"desig","details","org","loc","keyskills","date","expLow","expHigh","salLow","job"
"Excellent Opportunity: Technical/ Non - IT Recruiter (US Staffing)","Excellent Opportunity: Technical/ Non - IT Recruiter (US Staffing)","Compunnel Technology India Private Limited","Noida(Sector-58 Noida)","US Recruiting- US IT Recruitment- RPO- C2C- W2- 1099- Technical Recruitment...","2018-04-03",1.0,4.0,300000.0,"IT"
"Required US IT Recruiters (night Shift)","Required US IT Recruiters (night Shift)","FCS Software Solutions Limited","Noida(Sector-57 Noida)","it recruitment- technical recruitment- us staffing- screening...","2018-04-04",0.0,2.0,0.0,"IT"
"US IT Recruiter","US IT Recruiter","Innova Telecom Pvt. Ltd","Delhi NCR","us it recruitment- US Staffing- us it recruiter- us technical recruiter","2018-04-03",1.0,6.0,150000.0,"IT"
"Business Development  - US IT Staffing (night Shift)","Business Development  - US IT Staffing (night Shift)","FCS Software Solutions Limited","Noida","business development management- cold calling- night shift- us staffing- it...","2018-04-04",1.0,2.0,0.0,"IT"
"US IT Technical Recruiter","US IT Technical Recruiter","WinInfosys Inc","Hyderabad(Miyapur)","technical recruitment- us it recruitment- us it staffing...","2018-04-03",2.0,6.0,200000.0,"IT"
"IT Technical Recruiter","IT Technical Recruiter","MINFY TECHNOLOGIES PRIVATE LIMITED","Hyderabad","Technical Recruitment- IT Recruitment- Hiring- Selection- Interviewing...","2018-04-03",1.0,3.0,50000.0,"IT"
"IT Business Development Manager","IT Business Development Manager","3D India Group","Mumbai","IT Business Development Manager- IT Business Development- Hardware Sales...","2018-04-03",5.0,10.0,0.0,"IT"
"Hiring for Team Leader-it Service Desk Bangalore","Hiring for Team Leader-it Service Desk Bangalore","InKnowTech Private Limited","Bengaluru(Whitefield)","itsm- itil- team leading- Team Leader- tl- lead- shift lead- sla...","2018-04-03",2.0,7.0,0.0,"IT"
"IT Recruiter","IT Recruiter","Experis IT Private Limited","Kolkata","technical recruitment- it recruitment- Domestic Staffing...","2018-04-03",1.0,4.0,200000.0,"IT"
"Manager - IT Consulting","Manager - IT Consulting","Protiviti","Delhi NCR","sap ecc- sap grc- it consulting- access control- business process...","2018-04-04",4.0,7.0,0.0,"IT"
"Sr. Manager/manager  - ERP Helpdesk ( IT)","Sr. Manager/manager  - ERP Helpdesk ( IT)","Sandhar Technologies Limited","Gurgaon","it infrastructure- operations management- order management- sla...","2018-04-03",10.0,15.0,0.0,"IT"
"Data Entry for IT Services","Data Entry for IT Services","PENTAGON SYSTEM AND SERVICES PVT. LTD.","Mumbai","Excel- Word- Data Entry Operation- Mail- Back Office Executive...","2018-04-03",1.0,2.0,0.0,"IT"
"Senior QA Analyst - IMT IT SD","Senior QA Analyst - IMT IT SD","EYGBS (India) Private Limited","Kochi- Trivandrum","Regression Testing- SQL Server- Quality Assurance- QA Analysis...","2018-04-03",5.0,7.0,0.0,"IT"
"Walk-in- Interview - IT Recruiter ( Immediate Joining)","Walk-in- Interview - IT Recruiter ( Immediate Joining)","Techbooks International Pvt. Ltd","Noida","recruitment- talent acquisition- resourcing- bulk hiring- volume hiring...","2018-04-03",1.0,3.0,200000.0,"IT"
"System Administrator IT Engineer - System Admin","System Administrator IT Engineer - System Admin","PENTAGON SYSTEM AND SERVICES PVT. LTD.","Mumbai- Bengaluru- Chennai","Active Directory- System Administration- Exchange Server- Networking...","2018-04-03",2.0,6.0,0.0,"IT"
"Senior Consultant - IT Consulting - IT Risk","Senior Consultant - IT Consulting - IT Risk","Protiviti","Delhi NCR","training- it consulting- client servicing- it risk...","2018-04-04",3.0,6.0,0.0,"IT"
"Service Coordinator IT Helpdesk Call Cordinator","Service Coordinator IT Helpdesk Call Cordinator","PENTAGON SYSTEM AND SERVICES PVT. LTD.","Mumbai","mis generation- mis reporting- excel- it helpdesk- field engineering...","2018-04-03",2.0,2.0,0.0,"IT"
"IT Asset Executive","IT Asset Executive","PENTAGON SYSTEM AND SERVICES PVT. LTD.","Mumbai","IT Procurement- Vendor Management- Purchase- It Asset- Inventory Management...","2018-04-03",3.0,4.0,0.0,"IT"
"Business Development Manager - IT Services","Business Development Manager - IT Services","PENTAGON SYSTEM AND SERVICES PVT. LTD.","Mumbai","Service Sales- Business Development- Key Account Management- Administration...","2018-04-03",3.0,5.0,0.0,"IT"
"IT Service Delivery Manager","IT Service Delivery Manager","PENTAGON SYSTEM AND SERVICES PVT. LTD.","Mumbai","ITIL- IT Service Delivery- Service Delivery Management- Operations...","2018-04-03",10.0,12.0,0.0,"IT"
"Service Coordinator IT Helpdesk Call Cordinator","Service Coordinator IT Helpdesk Call Cordinator","PENTAGON SYSTEM AND SERVICES PVT. LTD.","Mumbai- Chennai","Service Coordinator- IT Helpdesk- Call Cordinator- Helpesk Cordinator","2018-04-03",1.0,5.0,0.0,"IT"
"Manager - Marcom PR & Analyst Relationship (from PR & IT Background)","Manager - Marcom PR & Analyst Relationship (from PR & IT Background)","Sunovaa Tech Pvt. Ltd.","Bengaluru","digital communication- analyst relationship- it- brochures- collaterals- pr...","2018-04-03",6.0,9.0,0.0,"IT"
"Immediate Hiring for US IT Recruiters in Hyderabad Location","Immediate Hiring for US IT Recruiters in Hyderabad Location","Spectraforce Technologies (India) Pvt. Ltd.","Hyderabad","Recruitment- Process Training- Inbound- Outbound- Recognition- Benefits...","2018-04-03",1.0,6.0,0.0,"IT"
"US IT Recruiter","US IT Recruiter","Great Logics","Noida","US IT Recruitment","2018-04-03",2.0,6.0,100000.0,"IT"
"Need US IT Recruiter","Need US IT Recruiter","EXTRANET SOFTWARE SOLUTIONS PRIVATE LIMITED","Vijayawada","US IT Recruitment- US Staffing- Screening- Sourcing- Recruitment Consulting...","2018-04-03",2.0,3.0,0.0,"IT"
"Walk in Drive for IT Positions in Black Knight on Saturday","Walk in Drive for IT Positions in Black Knight on Saturday","Black Knight India Solutions Private Limited","Bhubaneshwar- Hyderabad","Switching- Networking- Javascript- ASP.Net- Sharepoint Development- HTML...","2018-04-03",4.0,9.0,300000.0,"IT"
"Equiniti India is Hiring IT Service Manager Lead","Equiniti India is Hiring IT Service Manager Lead","EQUINITI INDIA PRIVATE LIMITED","Chennai","IP Networking- TCP- Alerts- Web Technologies- Operating Systems- MS SQL- IT...","2018-04-03",8.0,12.0,0.0,"IT"
"IT Inside Sales Executive","IT Inside Sales Executive","3D India Group","Mumbai","IT Inside Sales Executive- IT Inside Sales- Sales- IT Sales","2018-04-03",5.0,8.0,0.0,"IT"
"MS Dynamics CRM | IT MNC | Kolkata","MS Dynamics CRM | IT MNC | Kolkata","AERONUBE TECHNOLOGY PRIVATE LIMITED","Kolkata","MS Dynamics CRM","2018-04-03",5.0,8.0,0.0,"IT"
"Opportunity || IT Recruiter || Gurgaon","Opportunity || IT Recruiter || Gurgaon","Real Time Data Services (P). Ltd.","Gurgaon(Udyog Vihar)","it recruitment- screening- recruitment management- mass mailing- sourcing...","2018-04-03",3.0,5.0,300000.0,"IT"
"Hiring for Japanese Language Expert in IT Company","Hiring for Japanese Language Expert in IT Company","TUDIP TECHNOLOGIES PRIVATE LIMITED","Pune(Wakad)","Japanese- Japanese Interpreter- Japanese Language Specialist...","2018-04-03",0.0,5.0,225000.0,"IT"
"BDM - IT Services","BDM - IT Services","Quadsel Systems Pvt Ltd","Chennai","Business Development- Lead Generation- Direct Selling- New Business...","2018-04-03",1.0,6.0,200000.0,"IT"
"Sr. Consultant / Team Leader - Non IT Recruitment (pharma/health Care)","Sr. Consultant / Team Leader - Non IT Recruitment (pharma/health Care)","Spectrum Talent Management","Noida","non it recruitment- bpo hiring- bulk hiring- bulk recruitment- mass hiring-...","2018-04-03",2.0,6.0,300000.0,"IT"
"Soft Skill & IT Trainer","Soft Skill & IT Trainer","Rockman Industries Ltd.","Baddi- Haridwar- Ludhiana","Soft Skills Training- IT- Training","2018-04-03",2.0,4.0,200000.0,"IT"
"System Administrator - IT","System Administrator - IT","Sportstec India Pvt Ltd","Mumbai","Cisco Certification- Mac OS- Fortinet- Aruba- CTO- IT- Technology...","2018-04-03",4.0,5.0,0.0,"IT"
"Dy. Manager/ Manager - IT QA ( Computerized System Validation) Hyd","Dy. Manager/ Manager - IT QA ( Computerized System Validation) Hyd","Hetero Drugs Limited","Hyderabad(Sanath Nagar)","plc- scada- hmi- automation- commissioning- environmental monitoring...","2018-04-03",8.0,13.0,0.0,"IT"
"IT Faculty","IT Faculty","The Little Flower Polytechnic","Mumbai(Gundavali Gaothan+1)","MCA MSC IT","2018-04-03",0.0,3.0,175000.0,"IT"
"Mega Job Opening in Accenture (End to End IT Recruitment )- Bangalore","Mega Job Opening in Accenture (End to End IT Recruitment )- Bangalore","Forte Solutions Pvt. Ltd.","Bengaluru","IT Recruitment- Sourcing- Screening- Shortlisting","2018-04-03",1.0,3.0,50000.0,"IT"
"IT Business Development Executive / Projects Manager","IT Business Development Executive / Projects Manager","App Mason Studios Inc","Hyderabad(Madhapur)","Business Development- Lead Generation- Sales- Competitor Analysis...","2018-04-03",2.0,5.0,450000.0,"IT"
"Associate Professor /assistant Professor - Computer Science & IT","Associate Professor /assistant Professor - Computer Science & IT","KALINGA INSTITUTE OF INDUSTRIAL TECHNOLOGY","Bhubaneshwar","professor activities- phd- Computer Science- IT- IIT Faculty- NIT...","2018-04-03",6.0,11.0,0.0,"IT"
"IT Business Analyst","IT Business Analyst","Myway","Gurgaon","UAT- Business Analysis- User Acceptance Testing- Application Development...","2018-04-04",4.0,9.0,700000.0,"IT"
"IT Recruiter","IT Recruiter","BCT Consulting Private Limited","Chennai","IT Recruitment- Technical Recruitment","2018-04-04",2.0,4.0,200000.0,"IT"
"Executive/ Manager - Business Development - It/web Services","Executive/ Manager - Business Development - It/web Services","Premium","Mumbai- Bengaluru- Chennai- Pune- Bhubaneshwar- Delhi- Kochi- Lucknow- Visakhapatnam","Business Development Management- IT Sales- Software Sales- ERP Sales...","2018-04-03",0.0,5.0,0.0,"IT"
"Urgent Openings for IT Recuriter in MNC","Urgent Openings for IT Recuriter in MNC","Maintec Technologies Private Limited","Bengaluru","it recruitment- screening- volume hiring- sourcing- telephonic- hr...","2018-04-03",1.0,4.0,60000.0,"IT"
"Excellent Opportunity to work in IT MNC for IT Supervisor Role.","Excellent Opportunity to work in IT MNC for IT Supervisor Role.","Integrated Personnel Services Pvt Ltd","Mumbai","Desktop Support- IT Support Engineer- IT Support Executive...","2018-04-03",1.0,4.0,50000.0,"IT"
"Hiring for US IT Recruiter","Hiring for US IT Recruiter","RANDSTAD INDIA PVT LTD","Pune","US IT Recruitment- Hiring- recruitment- Technical Recruiter- us staffing","2018-04-03",1.0,5.0,0.0,"IT"
"Sourcing Executive / IT Recruiter","Sourcing Executive / IT Recruiter","Rise Smart HR Solutions Private Limited","Pune","it recruitment- sourcing- linkedin- internet searching- US Staffing...","2018-04-03",1.0,5.0,0.0,"IT"
"Business Development  Manager - Software Services - IT Start Up","Business Development  Manager - Software Services - IT Start Up","Premium","Noida","Sales Promotion- Guru- Marketing Initiatives...","2018-04-03",3.0,6.0,0.0,"IT"
"IT Recruitment Consultant_bellandur","IT Recruitment Consultant_bellandur","Careernet Technologies Pvt Ltd","Bengaluru","recruitment consulting- shortlisting- head hunting- screening- sourcing...","2018-04-04",1.0,6.0,0.0,"IT"
"Manager - Human Resource - IT","Manager - Human Resource - IT","Premium","Delhi NCR- Noida","HR- Employee Engagement- Talent Development- Training- Agile...","2018-04-04",10.0,20.0,0.0,"IT"
"US IT Staffing- US IT Bench Sales","US IT Staffing- US IT Bench Sales","Tekforce Corp","Mumbai- Bengaluru- Kolkata","it staffing- us it staffing- bench sales- us staffing","2018-04-03",3.0,8.0,70000.0,"IT"
"US IT Recruiter/ Sr. US IT Recruiter- US Staffing","US IT Recruiter/ Sr. US IT Recruiter- US Staffing","Helm Analytics Pvt Ltd","Noida(Sector-16 Noida)","IT Recruitment- US IT Staffing- Screening- Interviewing- US Market...","2018-04-04",2.0,7.0,600000.0,"IT"
"Pre Sales  Executive || IT Industry || Noida","Pre Sales  Executive || IT Industry || Noida","Efficient HR Solutions Consultant Private Limited","Noida","presales- aws - amazon web serives- devops- technical support...","2018-04-03",1.0,6.0,0.0,"IT"
"Chief Technology Officer/head - IT - Financial Services Group","Chief Technology Officer/head - IT - Financial Services Group","Premium","Chennai","cto- information technology- finance- order management- it infrastructure...","2018-04-04",10.0,15.0,0.0,"IT"
"IT Recruiter","IT Recruiter","ASAP Info Systems Pvt Ltd","Chennai(Nungambakkam)","IT Recruitment- Contract Staffing- US Staffing- Shortlisting- Sourcing- C2C...","2018-04-04",0.0,4.0,150000.0,"IT"
"Team Lead - IT - Techno Functional - Treasury Unit - Front Office - Mu","Team Lead - IT - Techno Functional - Treasury Unit - Front Office - Mu","Premium","Mumbai","Software Project Management- Project Planning- Project Coordination...","2018-04-04",13.0,17.0,0.0,"IT"
"Walk in for Freshers - Recruiters (US IT Recruitment) Ionidea.","Walk in for Freshers - Recruiters (US IT Recruitment) Ionidea.","Ionidea Interactive Private Limited","Bengaluru(Whitefield)","excellent communication- strong communication- strong english - recruiting-...","2018-04-03",0.0,0.0,225000.0,"IT"
"Team Lead - IT - Techno Functional - Treasury - Enterprise Risk Manage","Team Lead - IT - Techno Functional - Treasury - Enterprise Risk Manage","Premium","Mumbai","Enterprise Risk Management- Software Project Management- Team Supervision...","2018-04-04",13.0,17.0,0.0,"IT"
"Senior Counsellor - IT Related Courses - New Delhi - (Job Id:3028)","Senior Counsellor - IT Related Courses - New Delhi - (Job Id:3028)","The Search House (A Div of JSD Search House Pvt.Ltd.)","Delhi","Admissions- Councellor- IT- Institute- School- University- College...","2018-04-03",4.0,9.0,350000.0,"IT"
"Work from Home IT Recruiter Only Females  Anywhere in India","Work from Home IT Recruiter Only Females  Anywhere in India","Orcapod Consulting Services Private Limited","Delhi NCR- Mumbai- Bengaluru- Chennai- Hyderabad- Pune- Kolkata","IT Recruitment","2018-04-03",1.0,5.0,100000.0,"IT"
"Looking for a Non IT Recruiter","Looking for a Non IT Recruiter","Classic Search Pvt Ltd","Bengaluru","Non IT Recruitment- recruiter","2018-04-03",1.0,4.0,0.0,"IT"
"Bprms - IT Risk Management - Cisa/ Cissp","Bprms - IT Risk Management - Cisa/ Cissp","Premium","Navi Mumbai","Information Security Management- Cissp- IT Risk Management...","2018-04-03",4.0,8.0,0.0,"IT"
"Senior IT Recruiter - US Staffing (night Shift)","Senior IT Recruiter - US Staffing (night Shift)","ICONMA LLC","Hyderabad","recruitment- us staffing- night shift- w2- vms- msp- direct client- sla","2018-04-03",3.0,8.0,0.0,"IT"
"Senior IT Recruiter - US Staffing (night Shift)","Senior IT Recruiter - US Staffing (night Shift)","ICONMA LLC","Bengaluru","recruitment- us staffing- night shift- w2- vms- msp- direct client- sla","2018-04-03",3.0,6.0,0.0,"IT"
"Urgent Requirement || IT - Inside Sales || BPO Industry","Urgent Requirement || IT - Inside Sales || BPO Industry","aasaanjobs private limited","Mumbai","Inside Sales- Pressure Handling- Time Management","2018-04-03",1.0,5.0,100000.0,"IT"
"Stefanini Hiring US IT Recruiters at Noida","Stefanini Hiring US IT Recruiters at Noida","STEFANINI INDIA PRIVATE LIMITED","Noida(Sector-62 Noida)","IT Recruitment- US Staffing- Dice- Sourcing- Hiring- Work Management...","2018-04-03",2.0,6.0,0.0,"IT"
"Work FROM Home - IT Recruiter - Bangalore","Work FROM Home - IT Recruiter - Bangalore","Apogee Services Private Limited","Bengaluru","IT Recruitment","2018-04-03",1.0,4.0,100000.0,"IT"
"Hiring Senior US IT Recruiter - US Staffing (night Shift)","Hiring Senior US IT Recruiter - US Staffing (night Shift)","ICONMA LLC","Noida(Sector-63 Noida)","recruitment- us staffing- night shift- w2- vms- msp- direct client- sla","2018-04-03",3.0,8.0,0.0,"IT"
"International Recruitment & Staffing for IT & Health Care","International Recruitment & Staffing for IT & Health Care","Interactive Manpower Solutions Pvt. Ltd.","Ahmedabad","international recruitment- sourcing- head hunting- shortlisting...","2018-04-03",0.0,3.0,0.0,"IT"
"Non IT Recruiter","Non IT Recruiter","INFINIMINDS Private Limited","Bengaluru","Non IT Recruitment- Non IT Recruiter","2018-04-03",2.0,5.0,200000.0,"IT"
"Urgently Required IT Hardware Executive","Urgently Required IT Hardware Executive","golden enterprises","Hyderabad","networking- hardware troubleshooting- hardware installation...","2018-04-03",1.0,3.0,100000.0,"IT"
"Data Scientist Role-powai(mumbai)--leading IT Company","Data Scientist Role-powai(mumbai)--leading IT Company","Athena Consultancy Services","Mumbai","stattistical modelling- Tableau- PPT- Communication- Programming","2018-04-03",6.0,11.0,0.0,"IT"
"Opening for IT Recruiters in  Bangalore(0.6-8yrs)","Opening for IT Recruiters in  Bangalore(0.6-8yrs)","Careernet Technologies Pvt Ltd","Bengaluru","Recruitment- Shortlisting- Head Hunting- Screening- Sourcing- Hiring...","2018-04-03",1.0,3.0,200000.0,"IT"
"Information Risk Management Opening with Leading IT Services Company","Information Risk Management Opening with Leading IT Services Company","People First Consultants Pvt Ltd.","Chennai","; risk assessment  ; information security","2018-04-03",6.0,8.0,0.0,"IT"
"Sr. SOC Engineer - SIEM Tools - It/telecom Sector - Mumbai","Sr. SOC Engineer - SIEM Tools - It/telecom Sector - Mumbai","HR India Solutions","Mumbai","SIEM- SOC- RSA- Archer","2018-04-03",3.0,8.0,0.0,"IT"
