desig,details,org,loc,keyskills,date,expLow,expHigh,salLow,salHigh 
Full Stack Developer - Node.js/angularjs,Full Stack Developer - Node.js/angularjs,Premium,Mumbai,Javascript- CSS- Bootstrap- JSON- Html5- Angularjs- Node.Js...,30-03-18,2,5,0,0
Android Application Developer,Android Application Developer,HUSYS CONSULTING LIMITED,Hyderabad(Jubilee Hills),android studio- user interface designing- ux- sqlite- j2me- android sdk...,30-03-18,1,6,200000,700000
UI Developer,UI Developer,PeopleStrong HR Services Pvt. Ltd.,Bengaluru,JQuery- CSS- UI Development- MySQL- SQL Queries- Web Technologies...,30-03-18,3,5,0,0
UI Developer Product Company.,UI Developer Product Company.,Confidential,Bengaluru,Javascript- CSS- UI Development- Bootstrap- Html5- OOP- Algorithms...,30-03-18,4,9,0,0
Senior PHP / Drupal Developer - Python/mysql/javascript,Senior PHP / Drupal Developer - Python/mysql/javascript,Premium,Kochi- Trivandrum,PHP- Wordpress- CSS- HTML- Javascript- Magento- MySQL- Drupal- JQuery...,03-04-18,5,10,0,0
Full Stack Developer,Full Stack Developer,Indihire HR Consultants Private Limited,Hyderabad,Javascript- Ajax- JQuery- Bootstrap- Html5- Java- Postgresql- MySQL- Rest...,30-03-18,7,10,0,0
Technical Lead- Front end Developer,Technical Lead- Front end Developer,PeopleStrong HR Services Pvt. Ltd.,Bengaluru,Spring- Hibernate- J2Ee- Javascript- Object Oriented Programming- Scrum...,30-03-18,5,8,0,0
Python Developer - Linux/rest API,Python Developer - Linux/rest API,Premium,Delhi NCR,HTML- Javascript- CSS- JQuery- Web Development- Rest- GIT- OOPS- NoSQL...,02-04-18,2,5,0,0
Sr. Java Developer,Sr. Java Developer,Choice Consultants,Bengaluru,Java- Microservices- Web Services- MongoDB- Web Technologies- Agile- Drools...,02-04-18,6,11,0,0
Hiring UI Developers (react Js/node Js) @chennai Immediate Joiner,Hiring UI Developers (react Js/node Js) @chennai Immediate Joiner,Advent Global Solutions Limited,Chennai,Javascript- UI Development- React.Js- Node.Js- UI Developer...,31-03-18,3,8,700000,750000
Php/senior PHP Developer - CMS Web Application Development,Php/senior PHP Developer - CMS Web Application Development,Premium,Delhi NCR- Pune- Noida,PHP Developer- CMS Web Application Development- PHP- Drupal 7- HTML- CSS...,27-03-18,3,6,0,0
Wordpress Developer/web Designer - Html/css,Wordpress Developer/web Designer - Html/css,Premium,Delhi NCR- Gurgaon,Wordpress Developer- Web Designer- HTML- CSS- CSS2- DREAM WEAVER & FLASH...,27-03-18,2,5,0,0
Sr PHP Developer - Web Application Development - Codeigniter,Sr PHP Developer - Web Application Development - Codeigniter,Premium,Delhi NCR- Gurgaon,PHP Developer- PHP- Web Application Development- CodeIgniter- JavaScript...,27-03-18,3,7,0,0
Senior PHP Developer - Web Application Development - Codeigniter/javas,Senior PHP Developer - Web Application Development - Codeigniter/javas,Premium,Delhi NCR- Gurgaon,PHP Developer- PHP- Web Application Development- CodeIgniter- JavaScript...,27-03-18,3,7,0,0
Web Agent Developer - Unix/linux,Web Agent Developer - Unix/linux,Confidential,Chennai,C- Oracle- Linux- Apache Tomcat- Unix- Weblogic- C++- Websphere Application...,24-03-18,5,7,0,0
Java Developer (rest Web Services ) / Joining max. 30 Days,Java Developer (rest Web Services ) / Joining max. 30 Days,Symmetrical Global Search Private Limited,Chennai,Java- Core Java- Rest- Web Services- SQL Queries- Spring- Hibernate- API...,26-03-18,4,9,700000,1700000
Technology Developer - Web & Software Development - Java,Technology Developer - Web & Software Development - Java,Premium,Hyderabad- Telangana,Technology Developer- HTML- CSS- Javascript- web technologies...,24-03-18,2,5,0,0
Drupal Developer - Css/html/javascript,Drupal Developer - Css/html/javascript,Premium,Hyderabad,HTML- Drupal- CSS- Javascript- PHP- Web Development- CMS- MVC...,29-03-18,5,8,0,0
Laravel Full Stack Developer - PHP Programmer,Laravel Full Stack Developer - PHP Programmer,Mumbai Rozgaar Private Limited,Mumbai,laravel- node.js- redis- mysql- angularjs- mongodb- php- html5- git...,28-03-18,2,7,400000,900000
Java Developer with Web Services for Hyderabad Location:: Immediate,Java Developer with Web Services for Hyderabad Location:: Immediate,iQuest Management Consultants Pvt. Ltd,Hyderabad,Spring- Javascript- Java- Hibernate- J2Ee- Web Services- JQuery- Html5...,22-03-18,5,10,0,0
Front Ende Developer - AngularJS and JavaScript,Front Ende Developer - AngularJS and JavaScript,Premium,Mohali,Javascript- HTML- CSS- Angularjs- Web Services- Front End- Web Technologies...,28-03-18,7,12,0,0
PHP Developer - Immediate Position - Bhubaneswar,PHP Developer - Immediate Position - Bhubaneswar,Future Focus Infotech Pvt. Ltd.,Bhubaneshwar,MySQL- Core PHP- PHP Web Developer- PHP- php developer,28-03-18,1,4,0,0
Front End Developer - Javascript/angularjs,Front End Developer - Javascript/angularjs,Premium,Mumbai,Javascript- Angularjs- Web Development- Front End- UX- Backend...,23-03-18,2,5,0,0
Software Developer (corephp),Software Developer (corephp),Da Peoples Group,Mumbai(Khar West),css- html- jquery- web development- mysql- php- html5- git- OOPS,21-03-18,1,4,400000,600000
Front End Developer - Html/css/angularjs,Front End Developer - Html/css/angularjs,Premium,Bengaluru,Javascript- JQuery- CSS- HTML- Ajax- Angularjs- Html5- Web Development...,22-03-18,2,5,0,0
PHP Backend Developer - Mysql/oops,PHP Backend Developer - Mysql/oops,Confidential,Mumbai,PHP- MySQL- Web Development- Node.Js- OOPS- Web Technologies...,24-03-18,4,7,0,0
Web Designer - Html/css/javascript,Web Designer - Html/css/javascript,Confidential,Qatar- Middle East,CSS- HTML- XHTML- JQuery- Javascript- Bootstrap- PSD- Web Development...,24-03-18,3,5,0,0
UI Developer - Html/css,UI Developer - Html/css,Premium,Delhi NCR,HTML- Javascript- UI Development- JQuery- CSS- Prototype...,23-03-18,2,3,0,0
Lead - UI Developer - Html/css,Lead - UI Developer - Html/css,Premium,Pune,Javascript- HTML- CSS- UI Development- Ajax- Web Technologies,27-03-18,5,8,0,0
Full Stack Developer - Node.js,Full Stack Developer - Node.js,Premium,Mumbai,Javascript- Node.Js- Html5- Web Development- Web Services- SOA- HTTP- Front...,29-03-18,3,8,0,0
Front End Developer - Leading Companies in India,Front End Developer - Leading Companies in India,Adept Global,Mumbai- Panjim,javascript- html- jquery- w3c standards- bootstrap- html5- web development-...,28-03-18,2,7,300000,800000
PHP Developer - Javascript/mysql,PHP Developer - Javascript/mysql,Confidential,Hyderabad,Javascript- CakePHP- JQuery- CSS- MySQL Db- PHP- HTML- Bootstrap...,24-03-18,3,5,0,0
Senior Full Stack Developer - AngularJS,Senior Full Stack Developer - AngularJS,Premium,Delhi NCR- Gurgaon,Javascript- JQuery- Ajax- CSS- Angularjs- Html5- Node.Js- Web Development...,29-03-18,4,7,0,0
Front End Developer - Javascript/html/css,Front End Developer - Javascript/html/css,Premium,Pune,Codeigniter- CSS- PHP- HTML- Javascript- Laravel- JQuery- Web Development...,29-03-18,3,6,0,0
Full Stack Developer - Python & AngularJS,Full Stack Developer - Python & AngularJS,Premium,Pune,Javascript- HTML- CSS- Angularjs- Web Development- Web Technologies- .Net...,29-03-18,6,11,0,0
Full Stack Developer - Java/angularjs,Full Stack Developer - Java/angularjs,Premium,Bengaluru,Javascript- PHP- Angularjs- Java- Web Development- Ruby- GIT- Rest...,27-03-18,4,7,0,0
Full Stack Developer - Python & AngularJS,Full Stack Developer - Python & AngularJS,Premium,Pune,Javascript- HTML- CSS- Angularjs- Web Development- Web Technologies- .Net...,28-03-18,3,7,0,0
Magento Developer - Php/mysql,Magento Developer - Php/mysql,Premium,Bengaluru,CSS- HTML- PHP- Javascript- Magento- JQuery- MySQL- Ajax- Web Development...,28-03-18,3,5,0,0
Senior Backend Developer - Python/django,Senior Backend Developer - Python/django,Premium,Bengaluru,python- django- zope- java- web technologies- web development...,28-03-18,4,7,0,0
Android Developer - Sdk/performance Tuning,Android Developer - Sdk/performance Tuning,Premium,Bengaluru,Java- Android Studio- Android SDK- Android Application Development...,28-03-18,4,6,0,0
Front End Developer - React.js/ JavaScript - IIT/ NIT/ BITS,Front End Developer - React.js/ JavaScript - IIT/ NIT/ BITS,Premium,Bengaluru,javascript- react.js- grunt- web development- front end- web technologies...,27-03-18,2,4,0,0
Senior UI Developers - (html CSS Javascript) - Product Development.,Senior UI Developers - (html CSS Javascript) - Product Development.,Phenompeople Private Limited,Hyderabad(Kondapur),css- html- javascript- ui development- html5- web technologies- java script...,27-03-18,5,9,0,0
Java Full Stack Developer,Java Full Stack Developer,Particiful Innovations Pvt Ltd,Hyderabad,Hibernate- Core Java- Spring Framework- JSP- JEE- Design Patterns- MySQL...,27-03-18,4,8,0,0
Jr. / Sr. Software Developer,Jr. / Sr. Software Developer,Adept Global,Mumbai,django- javascript- python- java- software development- redis...,27-03-18,2,7,400000,900000
Tech Lead - Full Stack Developer - Ruby on Rails/mvc,Tech Lead - Full Stack Developer - Ruby on Rails/mvc,Emploi Consultancy,Delhi NCR,Javascript- JQuery- CSS- HTML- Phonegap- Angularjs- Bootstrap- PHP...,23-03-18,4,8,0,0
UI Developer - Html/css/javascript/angularjs/bootstrap,UI Developer - Html/css/javascript/angularjs/bootstrap,Emploi Consultancy,Bengaluru,Javascript- CSS- HTML- UI Development- Bootstrap- Angularjs- Front End- Web...,23-03-18,2,5,0,0
Software Developer - Tech Entrepreneur/ Co-founder - Frontend/ Backend,Software Developer - Tech Entrepreneur/ Co-founder - Frontend/ Backend,Premium,Goa,Javascript- CakePHP- MVC- Web Development- Software Development...,27-03-18,2,6,0,0
UI/ UX Designer - Html/ CSS/ JavaScript,UI/ UX Designer - Html/ CSS/ JavaScript,Premium,Bengaluru,CSS- Visual Design- Typography- HTML- UX- Illustrator- Javascript...,27-03-18,2,5,0,0
UI Developer - IIT/ NIT/ ISM/ NSIT /bits/ IIIT,UI Developer - IIT/ NIT/ ISM/ NSIT /bits/ IIIT,Premium,Delhi NCR,Javascript- JQuery- UI Development- Html5- Canvas- Rest- UX...,28-03-18,2,4,0,0
PHP Developer - Php/javascript/mysql - Iit/bits/nsit/nit,PHP Developer - Php/javascript/mysql - Iit/bits/nsit/nit,Premium,Delhi NCR- Gurgaon,JQuery- Javascript- MySQL- Core PHP- Web Development- GIT- NoSQL...,28-03-18,3,8,0,0
Sr UI Developer - JavaScript / jQuery / AngularJS,Sr UI Developer - JavaScript / jQuery / AngularJS,Premium,Bengaluru,UI Developer- UI- jQuery- Javascript- AngularJS- WebAPI- JSON- XML- Angular...,27-03-18,8,12,0,0
Senior Php/drupal Developer - Python/mysql/javascript,Senior Php/drupal Developer - Python/mysql/javascript,Premium,Kochi- Trivandrum- Kerala,PHP- Wordpress- CSS- HTML- Javascript- Magento- MySQL- Drupal- JQuery...,23-03-18,5,10,0,0
Senior UI Developer - Html/css/javascript,Senior UI Developer - Html/css/javascript,Premium,Bengaluru,CSS- HTML- Javascript- UI Development- Node.Js- Ruby- Software Development-...,26-03-18,5,9,0,0
Mobile Apps Developer - iOS/ Android,Mobile Apps Developer - iOS/ Android,Premium,Chennai,Javascript- Cordova- CSS- Grunt- Phonegap- Html5- Bootstrap- Angularjs- Web...,26-03-18,5,10,0,0
Hybris Developer - Leading E-commerce Company,Hybris Developer - Leading E-commerce Company,Collar Jobskart Private Limited,Chennai- Pune,Java- Spring Mvc- Hibernate- Struts- JSF- JQuery- Rest- Design Patterns...,27-03-18,3,8,0,0
AngularJS Developer - Javascript/jquery,AngularJS Developer - Javascript/jquery,Premium,Delhi NCR- Noida,Javascript- JQuery- UI Development- HTML- JSON- XML- Rest- Java...,29-03-18,5,8,0,0
Front End UI Developer - Mobile,Front End UI Developer - Mobile,Premium,Bengaluru,Javascript- UI Development- JQuery- CSS- XML- Rest- Web Services- UX- SOAP-...,29-03-18,5,8,0,0
UI Developer - Html/ CSS,UI Developer - Html/ CSS,Premium,Delhi NCR,HTML- Javascript- UI Development- JQuery- CSS- Prototype...,23-03-18,2,3,0,0
Sharepoint Developer,Sharepoint Developer,Confidential,Hyderabad,Sharepoint Development- Business Applications- Design Development...,24-03-18,3,6,0,0
Python Developer - Django/ Flask,Python Developer - Django/ Flask,Premium,Bengaluru,Django- Javascript- Python- Html5- Web Development- GIT- Accessibility...,27-03-18,3,7,0,0
Sr. Magento Developer - Ecommerce,Sr. Magento Developer - Ecommerce,Premium,Mumbai,PHP- Wordpress- HTML- Magento- Javascript- CSS- JQuery- Photoshop...,27-03-18,2,6,0,0
UI Developer - React.js/javascript,UI Developer - React.js/javascript,Premium,Bengaluru,Javascript- CSS- UI Development- JSON- MVC- GIT- OOPS- Web Technologies...,27-03-18,6,10,0,0
Lead UI Developer - Javascript/angularjs/jquery - Iit/nit/bits,Lead UI Developer - Javascript/angularjs/jquery - Iit/nit/bits,Premium,Pune,Javascript- HTML- CSS- UI Development- JQuery- Java- Web Technologies- User...,23-03-18,8,12,0,0
Senior Java Developer - Oracle/sql Server/spring,Senior Java Developer - Oracle/sql Server/spring,Premium,Ahmedabad- Gujarat,Java- Spring- Hibernate- J2Ee- HBase- Web Services- Oracle SQL- Javascript-...,29-03-18,5,10,0,0
Front End Developer - Html/ CSS/ jQuery,Front End Developer - Html/ CSS/ jQuery,Premium,India,Dreamweaver- CSS- HTML- Photoshop- Flash- Javascript- JQuery...,28-03-18,3,8,0,0
AngularJS Developer - Javascript/jquery,AngularJS Developer - Javascript/jquery,Emploi Consultancy,Bengaluru,JQuery- Javascript- Html5- Angularjs- Bootstrap- Web Services- ASP.Net- Web...,23-03-18,3,6,0,0
Full Stack Developer - Javascript/angularjs,Full Stack Developer - Javascript/angularjs,Premium,Delhi NCR- Noida,Javascript- Laravel- CSS- Yii- Bootstrap- PHP- Angularjs- Web Development...,27-03-18,1,5,0,0
UI Developer/angular2-- R&D; Hyderabad,UI Developer/angular2-- R&D; Hyderabad,Cambio Consulting India Pvt Ltd,Hyderabad,UI Development- Html5- Web Designing- Design Patterns- Angular2- Angularjs2...,27-03-18,4,8,0,0
